chats,1,2,3,4,5
catjam,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
ratjams,0,0,0,0,1
ratjam,0,0,0,0,1
ratjam,0,0,0,0,1
ratjam,0,0,0,0,1
ratjam,0,0,0,0,1
ratjam,0,0,0,0,1
ratjam,0,0,0,0,1
ratjamratjam,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
ratjammmmm,0,0,0,0,1
song name,0,0,0,0,1
late,0,0,0,0,1
whats that song name that u had on ur afk,0,0,0,0,1
joebartalpha,0,0,0,0,1
ratjam,0,0,0,0,1
ratjam,0,0,0,0,1
song name,0,0,0,0,1
ratjam,0,0,0,0,1
joebartbusiness,1,0,0,0,0
keep it all,1,0,0,0,0
u should get led back glow for ur monotor so u can have it red when watching scary stuff,1,0,0,0,0
u should get led back glow for ur monotor so u can have it red when watching scary stuff,1,0,0,0,0
can you dim the ring light,1,0,0,0,0
leave it,1,0,0,0,0
bro this is where i leave,1,0,0,0,0
porfavor,1,0,0,0,0
better be a good ass one,1,0,0,0,0
turn off ur light,1,0,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
keep the lights off joe,1,0,0,0,0
heyyyyyyyy,1,0,0,0,0
hey joe,1,0,0,0,0
cringe,1,0,0,0,0
short horror pov,1,0,0,0,0
we havent,1,0,0,0,0
i love you joe,1,0,0,0,0
yeah,1,0,0,0,0
yes,1,0,0,0,0
joebartbusiness joebartbusiness,1,0,0,0,0
w lava lamp,1,0,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
joe you he best,1,0,0,0,0
what gpu do you got,1,0,0,0,0
byeeeeee,1,0,0,0,0
as this shit starts my door slams shut bc of the wind goddamn,1,0,0,0,0
let me see em toes joe,1,0,0,0,0
piggy noise,1,0,0,0,0
cheer cheer cheer hi joe i just wanna let you know you are my fav streamer and keep up the work,1,0,0,0,0
mr nightmare pls,1,0,0,0,0
joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
hiiii nightbot,1,0,0,0,0
im scared joe hold me,1,0,0,0,0
lessssss goooooooooooo,1,0,0,0,0
joe you should watch year old destroys boxing bullie,1,0,0,0,0
hello joe,1,0,0,0,0
scary,1,0,0,0,0
bro,1,0,0,0,0
lmfaooo,1,0,0,0,0
hahahhaha,1,0,0,0,0
lul lul lul lul,0,0,0,1,0
lmaoo,0,0,0,1,0
lmao,0,0,0,1,0
lol,0,0,0,1,0
lul,0,0,0,1,0
joes shaking in his boots rn,0,0,0,1,0
jjjjjjjjjjooooooooooooooeeeeeeeeeeeeee,0,0,0,1,0
lmfaoo,0,0,0,1,0
bro did a cartoon jump,0,0,0,1,0
most of joes chat are year olds,0,0,0,1,0
aint no way,0,0,0,1,0
r u serious,0,0,0,1,0
lmao,0,0,0,1,0
lol,0,0,0,1,0
rahhhhhhhhh joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
bro got scared from a tiny noise,0,1,0,0,0
you should do a gfuel ranking teir list,0,1,0,0,0
lmaooo,0,1,0,0,0
pussyyy,0,1,0,0,0
lmfaooo,0,1,0,0,0
bro i got jumpscared by that lmao,0,1,0,0,0
lmaoooooooo,0,1,0,0,0
lets talk about it,0,1,0,0,0
lolllllllllllllll,0,1,0,0,0
lul,0,0,0,1,0
it actually does,0,0,0,1,0
mini johhn cena,0,0,0,1,0
joe cena,0,0,0,1,0
pussssyz,0,0,0,1,0
im not good with horror,0,0,0,1,0
lmfao,0,0,0,1,0
can you watch smiling man after this,0,0,0,1,0
bing chilling,0,0,0,1,0
hype train,0,0,0,1,0
joebartalvin joebartalvin joebartwebelieve joebartwebelieve,0,0,1,0,0
hi nightbot ur so cool,0,0,1,0,0
joe something is gonna come out of the bpx,0,0,1,0,0
can you play a hatsune miku song,0,0,1,0,0
flyunicorn boohoo,0,0,1,0,0
hi,0,0,1,0,0
i actually dont see it,0,0,1,0,0
joeeeeaaaaaaa whaaaaatttt happpendaaaa,0,0,1,0,0
bro why is nothing happening,0,0,1,0,0
not john cena loll,0,0,1,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
u aint wrong,1,0,0,0,0
bing chillinggg,1,0,0,0,0
monkaw,1,0,0,0,0
bing chilling,1,0,0,0,0
joe shit was goig down in the discord,1,0,0,0,0
you should watch the smiling man after this,1,0,0,0,0
no he doesnt,1,0,0,0,0
bing chilling,1,0,0,0,0
spam bing chilling,1,0,0,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
bing chilling,0,1,0,0,0
stonelightning stonelightning,0,1,0,0,0
he actually does,0,1,0,0,0
joebartdoofed joebartdoofed joebartdoofed joebartdoofed,0,1,0,0,0
book,0,1,0,0,0
holy shit he actually does,0,1,0,0,0
theringer,0,1,0,0,0
joe baby comfort me,0,1,0,0,0
bing chilling,0,1,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
lmfao,1,0,0,0,0
bro,1,0,0,0,0
lmao,1,0,0,0,0
nah bro i cant,1,0,0,0,0
or the tape,1,0,0,0,0
the lava lamp worked,1,0,0,0,0
joe look behind yiu,1,0,0,0,0
joe buddy,1,0,0,0,0
bro hit the gasp,1,0,0,0,0
catjam,0,0,0,0,1
smash,0,0,0,0,1
u get scared so easy,0,0,0,0,1
im fr so scared rn,0,0,0,0,1
ahhhh joe behind you,0,0,0,0,1
joe scared af,0,0,0,0,1
joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy joebartfreddy,0,0,0,0,1
pp poo poo ooooooo,0,0,0,0,1
notlikethis notlikethis notlikethis notlikethis notlikethis,0,0,0,0,1
music,0,0,0,0,1
joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
lmaooo,0,1,0,0,0
imma piss on that,0,1,0,0,0
dumbass,0,1,0,0,0
oh its not that scary,0,1,0,0,0
cheer,0,1,0,0,0
bro is gonna film that shit,0,1,0,0,0
beside him,0,1,0,0,0
fucking lesve,0,1,0,0,0
dumbass,0,1,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
bro thats the oldest trick in the boook,0,0,1,0,0
bruhh,0,0,1,0,0
im scawd,0,0,1,0,0
noo,0,0,1,0,0
im not looking,0,0,1,0,0
behind you joe,0,0,1,0,0
jump out the window,0,0,1,0,0
why he doing this,0,0,1,0,0
stop,0,0,1,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
he ded,0,1,0,0,0
notlikethis notlikethis notlikethis notlikethis,0,1,0,0,0
nahhhhhh,0,1,0,0,0
fucking run,0,1,0,0,0
ross it up,0,1,0,0,0
omggg,0,1,0,0,0
thats it,0,1,0,0,0
lnot under the bed,0,1,0,0,0
nooo,0,1,0,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
hes dumb as hell,0,1,0,0,0
rahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,1,0,0,0
is this how u reacted lol,0,1,0,0,0
jesus christ,0,1,0,0,0
joe get a sharp object and stab through the bed,0,1,0,0,0
ah hell nah,0,1,0,0,0
scary asffff,0,1,0,0,0
ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,1,0,0,0
l,0,1,0,0,0
catjam,0,0,0,0,1
this one is so weird,0,0,0,0,1
catjam,0,0,0,0,1
this is an l vid ong,0,0,0,0,1
ok,0,0,0,0,1
vibe,0,0,0,0,1
cheer cheer cheer hey joe first steam love the vids and also what u think about hockey,0,0,0,0,1
that wawss trash,0,0,0,0,1
u missed my sub,0,0,0,0,1
they had potential to make it scarier,0,0,0,0,1
lmao,0,0,0,0,1
i already dont like it,0,0,0,0,1
adorable lul lul lul lul,0,0,0,1,0
dont like this,0,0,0,1,0
ew,0,0,0,1,0
zaza,0,0,0,1,0
what is that,0,0,0,1,0
wtf,0,0,0,1,0
what,0,0,0,1,0
thats not even scary,0,0,0,1,0
lmaoo,0,0,0,1,0
uh,0,0,0,1,0
joebartbusiness doritoschip,1,0,0,0,0
bro im eating whil watching,1,0,0,0,0
behind youu,1,0,0,0,0
joebartheschoking,1,0,0,0,0
xqcam,1,0,0,0,0
nahh,1,0,0,0,0
nopr,1,0,0,0,0
fever dream,1,0,0,0,0
no way,1,0,0,0,0
no no no,1,0,0,0,0
joebartlongneck,0,1,0,0,0
imwould run,0,1,0,0,0
it aint that scary bruh,0,1,0,0,0
fucking running bro,0,1,0,0,0
ohhhhhhhhmmmmmgggggggggggggg,0,1,0,0,0
bro what in the living shit are we watching this is the weirdest fucking shit i have ever seen in my entire life on this app,0,1,0,0,0
looks inviting,0,1,0,0,0
rizz it up,0,1,0,0,0
looks inviting,0,1,0,0,0
joe can you watch smiling man,0,1,0,0,0
hype joebartalvin joebartwebelieve joebartwebelieve joebartalvin,0,0,1,0,0
shoot that bitch,0,0,1,0,0
show off my w rizz,0,0,1,0,0
im sprinting,0,0,1,0,0
im running,0,0,1,0,0
bye im leaving you,0,0,1,0,0
new friend,0,0,1,0,0
i i wouldnt be int he woods past sunset,0,0,1,0,0
accept my fate,0,0,1,0,0
throw a bottle at it,0,0,1,0,0
joebartbusiness,1,0,0,0,0
bro i was giving woth that,1,0,0,0,0
it made my stomach turn it was weird,1,0,0,0,0
unsettling disturbing and fever dream vibes,1,0,0,0,0
i cant see him,1,0,0,0,0
disturbing,1,0,0,0,0
fr,1,0,0,0,0
yeah,1,0,0,0,0
joe have you watched the mandela catalogue,1,0,0,0,0
its jason bourne,1,0,0,0,0
pog joebartwebelieve joebartwebelieve,0,0,1,0,0
joe,0,0,1,0,0
haaaaa,0,0,1,0,0
lmaooooo,0,0,1,0,0
lol,0,0,1,0,0
joe,0,0,1,0,0
who sleeps with that look on their face,0,0,1,0,0
joe realllly,0,0,1,0,0
lmaoooooo,0,0,1,0,0
joes new name jumpyjoe,0,0,1,0,0
joebartwebelieve,0,0,1,0,0
lmao joe nah,0,0,1,0,0
plaqueboyk,0,0,1,0,0
ily joe,0,0,1,0,0
joe i saw a shadow slowly go across your camera no lie what if its the vacation airbnb ghost,0,0,1,0,0
joes new name jumpyjoe,0,0,1,0,0
lmao,0,0,1,0,0
dawg jumped,0,0,1,0,0
itzlncoln sae lol,0,0,1,0,0
lol,0,0,1,0,0
lul,0,0,0,1,0
sleep apra,0,0,0,1,0
theres something behind youjoe,0,0,0,1,0
hippidy hoppidy,0,0,0,1,0
hes paralyzed,0,0,0,1,0
dude is giving birth,0,0,0,1,0
hello everybody farting in,0,0,0,1,0
his face bro,0,0,0,1,0
is he good,0,0,0,1,0
hes in sleep paralisis,0,0,0,1,0
joebartwebelieve,0,0,1,0,0
i wouldnt even know what to do in his situation,0,0,1,0,0
lmao jumpy joe,0,0,1,0,0
im behind u joe,0,0,1,0,0
me when i cant play valoratn,0,0,1,0,0
why cant he move,0,0,1,0,0
why he got a swing in his house,0,0,1,0,0
hes in sleep paralysis,0,0,1,0,0
im taking a fat shit right now and it makes the videos so much less scary,0,0,1,0,0
aaaaaaaahhhhhhhhhhhhhhhhgggggggggtgggzdjfjfufjyjdjdjjeudjrjjgkfjtjxde tzztr r tjctjrrctjcuzkr kuzr,0,0,1,0,0
joebartarf joebartlongneck joebartoof joebartlongneck joebartlongneck joebartarf all love,0,1,0,0,0
it was sleep paralysis,0,1,0,0,0
yes,0,1,0,0,0
raid of choice,0,1,0,0,0
w,0,1,0,0,0
yes,0,1,0,0,0
w stream,0,1,0,0,0
up,0,1,0,0,0
yeeeeaaaahhhh,0,1,0,0,0
big stream dub w duobleu,0,1,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
yeaaaaaa,0,0,1,0,0
yes,0,0,1,0,0
yeah,0,0,1,0,0
eat him,0,0,1,0,0
jumpy joe killed me lol,0,0,1,0,0
joebartlonghead,0,0,1,0,0
l videos,0,0,1,0,0
mrbeast is uploading tomorrow,0,0,1,0,0
yed,0,0,1,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
raid of choice by jaeplayedraid of choice by jaeplayed,1,0,0,0,0
jaeplayed,1,0,0,0,0
yesssss,1,0,0,0,0
raid of choice by jaeplayed,1,0,0,0,0
yes,1,0,0,0,0
jaeplayed,1,0,0,0,0
yes yes yes yes,1,0,0,0,0
raid of choice by jaeplayed,1,0,0,0,0
raid of choice by jaeplayed,1,0,0,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
possibly in michigan,0,1,0,0,0
all love joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartninja,0,1,0,0,0
yes,0,1,0,0,0
bruhhh im dead,0,1,0,0,0
w stream joe,0,1,0,0,0
w stream joebartbusiness joebartbusiness joebartbusiness,0,1,0,0,0
lemme smash joe,0,1,0,0,0
im dead,0,1,0,0,0
jaeplayed,0,1,0,0,0
bye joe joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w stream,0,0,1,0,0
wwwww,0,0,1,0,0
someone redemed dog treat,0,0,1,0,0
i love your vids,0,0,1,0,0
www stream,0,0,1,0,0
w,0,0,1,0,0
joebartlove,0,0,1,0,0
raid tnickles,0,0,1,0,0
wwwwwww,0,0,1,0,0
all love joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
have a great one everyone,0,0,1,0,0
byeeeeeee joe,0,0,1,0,0
wwww,0,0,1,0,0
w stream,0,0,1,0,0
wwwwwwwwwwwwwwwwwwwwwwwww,0,0,1,0,0
wwww,0,0,1,0,0
joe raid,0,0,1,0,0
w,0,0,1,0,0
w stream,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartalvin joebartalvin,0,0,1,0,0
ww,0,0,1,0,0
wwwwwwww,0,0,1,0,0
ww,0,0,1,0,0
wewww,0,0,1,0,0
www,0,0,1,0,0
bruh i just back,0,0,1,0,0
noooooooo i left for min,0,0,1,0,0
bye joe,0,0,1,0,0
w,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartalvin joebartalvin joebartwebelieve joebartwebelieve joebartalvin joebartalvin,0,0,1,0,0
w,0,0,1,0,0
w stream,0,0,1,0,0
www,0,0,1,0,0
w joe,0,0,1,0,0
w stream,0,0,1,0,0
wwwww,0,0,1,0,0
stream was fuckin lit hoss,0,0,1,0,0
bye bi,0,0,1,0,0
m,0,0,1,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
w stream,0,1,0,0,0
by joe,0,1,0,0,0
w stream,0,1,0,0,0
ww,0,1,0,0,0
who is that behind you,0,1,0,0,0
bye joeeeeeeeeeeeeeeeee,0,1,0,0,0
w,0,1,0,0,0
glory to god,0,1,0,0,0
thetarfu thetarfu,0,1,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
bye joeee,0,0,1,0,0
byeee,0,0,1,0,0
w,0,0,1,0,0
byeeeeeeee,0,0,1,0,0
byeee joeeee,0,0,1,0,0
tombraid,0,0,1,0,0
no jaeplayed redemmed itr,0,0,1,0,0
w,0,0,1,0,0
whats raiding,0,0,1,0,0
catjam,0,0,0,0,1
hiiiiivjoeeee,0,0,0,0,1
sounds very good idea,0,0,0,0,1
late,0,0,0,0,1
late,0,0,0,0,1
w,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
i think joe forgot,0,0,0,0,1
catjam,0,0,0,0,1
catjam catjam,0,0,0,0,1
wsg,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
letsssss go,0,0,0,0,1
w,0,0,0,0,1
catjam,0,0,0,0,1
inch stole my heart,0,0,0,0,1
catjam,0,0,0,0,1
w,0,0,0,0,1
catjam,0,0,0,0,1
hi joe,0,0,0,0,1
catjam,0,0,0,0,1
heyyy,0,0,0,0,1
w,0,0,0,0,1
wwwwwwwwwww,0,0,0,0,1
i am just a freak,0,0,0,0,1
joebartolozzi is now live streaming minecraft its a minecraft monday today hardcore time,0,0,0,0,1
joeeeeee,0,0,0,0,1
w song,0,0,0,0,1
wwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0,0,0,0,1
catjam,0,0,0,0,1
hey joe,0,0,0,0,1
catjam,0,0,0,0,1
joeeeeeeeeeeeeee,0,0,0,0,1
ratjam ratjam ratjam ratjam ratjam ratjam ratjam,0,0,0,0,1
catjam,0,0,0,0,1
yooooooooooooooooooooo,0,0,0,0,1
catjam,0,0,0,0,1
joey,0,0,0,0,1
you look extra short today joe,0,0,0,0,1
joeeee,0,0,0,0,1
ratjam ratjam ratjam ratjam,0,0,0,0,1
wwwwww,0,0,0,0,1
vibe,0,0,0,0,1
cmon chat catjam,0,0,0,0,1
catjamcatjam,0,0,0,0,1
ur lava lamp is ass,0,0,0,0,1
ur lava lamp is ass,0,0,0,0,1
ur lava lamp is ass,0,0,0,0,1
vibe,0,0,0,0,1
latee,0,0,0,0,1
cmon chat catjam,0,0,0,0,1
cmon chat catjam,0,0,0,0,1
vibe,0,0,0,0,1
hiiii,0,0,0,0,1
cmon chat catjam,0,0,0,0,1
catjam,0,0,0,0,1
verbus tell him to stop my friend died off boof carts,0,0,0,0,1
joe,0,0,0,0,1
joe is a cutie,0,0,0,0,1
cmon chat catjam,0,0,0,0,1
joe,0,0,0,0,1
hiiii joeee,0,0,0,0,1
hello,0,0,0,0,1
w,0,0,0,0,1
late,0,0,0,0,1
catjam,0,0,0,0,1
hi joe,0,0,0,0,1
wsp joe,0,0,0,0,1
catjam,0,0,0,0,1
hihhiiihihihihhihihih barttt,0,0,0,0,1
i was waiting,0,0,0,0,1
joeeeeee,0,0,0,0,1
late l,0,0,0,0,1
hii joee,0,0,0,0,1
w music,0,0,0,0,1
zeussydance zeussydance zeussydance,0,0,0,0,1
catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
hi,0,0,0,0,1
lets gooo,0,0,0,0,1
hi joe,0,0,0,0,1
hey,0,0,0,0,1
matt n jorge,0,0,0,0,1
joe,0,0,0,0,1
hi,0,0,0,0,1
wag joe,0,0,0,0,1
bro i was just watching your last stream and it put me here big wwwwwwwww,0,0,0,0,1
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
i love u,0,0,1,0,0
ggg,0,0,1,0,0
jejkwoowolemenndnskwo,0,0,1,0,0
yo,0,0,1,0,0
how joe,0,0,1,0,0
joeeeeeee,0,0,1,0,0
hows your day been,0,0,1,0,0
yoooo,0,0,1,0,0
i love you,0,0,1,0,0
the joe man joebartlongneck,0,1,0,0,0
lmao,0,1,0,0,0
joebartexcited joebartexcited joebartalpha joebartalpha,0,1,0,0,0
joee,0,1,0,0,0
hii,0,1,0,0,0
hi joeee,0,1,0,0,0
joeee,0,1,0,0,0
wwwwwwwwwwwww,0,1,0,0,0
hey joe,0,1,0,0,0
missed u joe,0,1,0,0,0
joebartwebelieve joebartwebelieve,0,0,1,0,0
wassup joe,0,0,1,0,0
w mincraft monday,0,0,1,0,0
hey joe,0,0,1,0,0
fuck,0,0,1,0,0
joeeeeeeeeee,0,0,1,0,0
hey,0,0,1,0,0
joe does it wiggle,0,0,1,0,0
hi,0,0,1,0,0
i was forst,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
remember kovid,0,0,1,0,0
good,0,0,1,0,0
hiiii,0,0,1,0,0
amazing,0,0,1,0,0
hi,0,0,1,0,0
hjoee,0,0,1,0,0
hi joe,0,0,1,0,0
joeee,0,0,1,0,0
hello,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
arent you,0,0,1,0,0
wassup,0,0,1,0,0
im playing minecraft as we speak,0,0,1,0,0
hi joe,0,0,1,0,0
wwwww,0,0,1,0,0
w,0,0,1,0,0
joe u sound sick,0,0,1,0,0
jooo,0,0,1,0,0
hii,0,0,1,0,0
joebartzooted joebartkekw joebartlongneck joebartthinking joebartman joebartweirdchamp joebarthappy joebartsquidward joebartpumpkinjoe,0,1,0,0,0
l chatter,0,1,0,0,0
hi,0,1,0,0,0
bahaha,0,1,0,0,0
w,0,1,0,0,0
k chatter,0,1,0,0,0
ll,0,1,0,0,0
l,0,1,0,0,0
black lives matter,0,1,0,0,0
w joe,0,1,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
come on,0,0,1,0,0
hi joe,0,0,1,0,0
lol,0,0,1,0,0
yoooooooo,0,0,1,0,0
joe love your videos,0,0,1,0,0
suiiiiiiiiiii,0,0,1,0,0
w joe,0,0,1,0,0
l chater,0,0,1,0,0
bro js like me fr,0,0,1,0,0
joebartlongneck,0,1,0,0,0
l,0,1,0,0,0
when will mc streams end,0,1,0,0,0
death,0,1,0,0,0
w,0,1,0,0,0
punchtrees ssssss,0,1,0,0,0
w,0,1,0,0,0
www,0,1,0,0,0
w,0,1,0,0,0
w,0,1,0,0,0
joebartbusiness,1,0,0,0,0
w,1,0,0,0,0
w,1,0,0,0,0
minecraft,1,0,0,0,0
dub,1,0,0,0,0
w shaders,1,0,0,0,0
w,1,0,0,0,0
wwwww,1,0,0,0,0
jo r u bee leaving in darius,1,0,0,0,0
w,1,0,0,0,0
joebartbusiness,1,0,0,0,0
wwwwwww,1,0,0,0,0
yes sir,1,0,0,0,0
what in your opinion would you say is your favorite philosophical statement,1,0,0,0,0
w bart mans,1,0,0,0,0
w,1,0,0,0,0
wwwwwwwwwwwwwww,1,0,0,0,0
i have covid and youre streams helping me stay positive,1,0,0,0,0
w,1,0,0,0,0
w,1,0,0,0,0
chat shaders arent that important stop being bitches lul,0,0,0,1,0
feen for joe,0,0,0,1,0
wwwwwww,0,0,0,1,0
views in minutes damn,0,0,0,1,0
uuuwwwwuuuuu,0,0,0,1,0
freakinstinkin,0,0,0,1,0
hello,0,0,0,1,0
wwwwwww,0,0,0,1,0
joe you missed my sub on the monopoly stream,0,0,0,1,0
joe i beat my meat with ur voice in the background,0,0,0,1,0
joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
joe is the best steamer of all time,1,0,0,0,0
feen for joe,1,0,0,0,0
joe make sure not to die,1,0,0,0,0
w minecraft monday baby,1,0,0,0,0
w,1,0,0,0,0
w,1,0,0,0,0
i got my license,1,0,0,0,0
bro st episode was so good,1,0,0,0,0
happy mlk day yall,1,0,0,0,0
joebartbusiness joebartbusiness,1,0,0,0,0
have you watch the show your honor,1,0,0,0,0
joeeeeee,1,0,0,0,0
im finna lose all my points,1,0,0,0,0
please dont die i spent k,1,0,0,0,0
yay i can type,1,0,0,0,0
love your videos joe,1,0,0,0,0
l show,1,0,0,0,0
joe play a driving sim with a wheel,1,0,0,0,0
this is a wifi test i sent this at,1,0,0,0,0
joebartbusiness,1,0,0,0,0
its ok,1,0,0,0,0
w,1,0,0,0,0
yes,1,0,0,0,0
joe i had a skiing accident yesterday and in the ambulance i asked my mom if i could watch you she said no,1,0,0,0,0
when r u gonna date jonathan,1,0,0,0,0
he gonna die,1,0,0,0,0
how do you give bits,1,0,0,0,0
yesss,1,0,0,0,0
yea,1,0,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
heyy joe bart,0,0,1,0,0
hi,0,0,1,0,0
i have faith in my goat,0,0,1,0,0
what in your opinion would you say is your favorite philosophical statement,0,0,1,0,0
hey joe i need a drink that can speed me up in my minecraft server do you have a discount for me,0,0,1,0,0
feen joe,0,0,1,0,0
watch videos,0,0,1,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness,0,0,1,0,0
nah,0,0,1,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
can you play portal portal one day,1,0,0,0,0
not rly,1,0,0,0,0
is it hard core,1,0,0,0,0
why is it an early stream,1,0,0,0,0
yes,1,0,0,0,0
yup,1,0,0,0,0
shitttyyyyyyyyyyyyyyyyy,1,0,0,0,0
no,1,0,0,0,0
w rizz,1,0,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
wwwww,1,0,0,0,0
joe,1,0,0,0,0
w,1,0,0,0,0
hello,1,0,0,0,0
catjam,1,0,0,0,0
heyyyyyyyyy,1,0,0,0,0
yes,1,0,0,0,0
your gf baddddddddf,1,0,0,0,0
yea,1,0,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
watch vids,1,0,0,0,0
hello joey,1,0,0,0,0
joe bedrock or jave,1,0,0,0,0
joe please die i bet against you,1,0,0,0,0
feen joe,1,0,0,0,0
yes mommy,1,0,0,0,0
wooo,1,0,0,0,0
omg,1,0,0,0,0
yeah thats the one im talking about it was so good,1,0,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
lets see what the shader look like,1,0,0,0,0
w grapcis,1,0,0,0,0
no way,1,0,0,0,0
w,1,0,0,0,0
bobat power forward that goes to alabama he went to a high school like mins from where i live,1,0,0,0,0
joe watch your mouth,1,0,0,0,0
samn,1,0,0,0,0
gorgeous ah game,1,0,0,0,0
w,1,0,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
wowoowwo,1,0,0,0,0
sheeeesh,1,0,0,0,0
wwwww,1,0,0,0,0
good morning,1,0,0,0,0
w,1,0,0,0,0
dayummmmmm,1,0,0,0,0
woah,1,0,0,0,0
